cluster number,cluster name,FIPS
4,"Mostly Rural, Mid Socioeconomic Status",13305
2,"Semi-Urban, Mid/Low Socioeconomic Status",13307
5,"Rural, Mid/Low Socioeconomic Status",13309
4,"Mostly Rural, Mid Socioeconomic Status",13311
3,"Semi-Urban, Hispanic",13313
5,"Rural, Mid/Low Socioeconomic Status",13315
2,"Semi-Urban, Mid/Low Socioeconomic Status",13317
2,"Semi-Urban, Mid/Low Socioeconomic Status",13319
2,"Semi-Urban, Mid/Low Socioeconomic Status",13321
6,"Young, Urban, Mid/High Socioeconomic Status",15001
6,"Young, Urban, Mid/High Socioeconomic Status",15003
6,"Young, Urban, Mid/High Socioeconomic Status",15007
6,"Young, Urban, Mid/High Socioeconomic Status",15009
1,"Semi-Urban, High Socioeconomic Status",16001
4,"Mostly Rural, Mid Socioeconomic Status",16003
1,"Semi-Urban, High Socioeconomic Status",16005
8,"Rural, High Socioeconomic Status",16007
4,"Mostly Rural, Mid Socioeconomic Status",16009
1,"Semi-Urban, High Socioeconomic Status",16011
8,"Rural, High Socioeconomic Status",16013
8,"Rural, High Socioeconomic Status",16015
4,"Mostly Rural, Mid Socioeconomic Status",16017
1,"Semi-Urban, High Socioeconomic Status",16019
4,"Mostly Rural, Mid Socioeconomic Status",16021
4,"Mostly Rural, Mid Socioeconomic Status",16023
4,"Mostly Rural, Mid Socioeconomic Status",16025
1,"Semi-Urban, High Socioeconomic Status",16027
8,"Rural, High Socioeconomic Status",16029
3,"Semi-Urban, Hispanic",16031
3,"Semi-Urban, Hispanic",16033
4,"Mostly Rural, Mid Socioeconomic Status",16035
8,"Rural, High Socioeconomic Status",16037
1,"Semi-Urban, High Socioeconomic Status",16039
8,"Rural, High Socioeconomic Status",16041
4,"Mostly Rural, Mid Socioeconomic Status",16043
4,"Mostly Rural, Mid Socioeconomic Status",16045
3,"Semi-Urban, Hispanic",16047
4,"Mostly Rural, Mid Socioeconomic Status",16049
8,"Rural, High Socioeconomic Status",16051
3,"Semi-Urban, Hispanic",16053
1,"Semi-Urban, High Socioeconomic Status",16055
1,"Semi-Urban, High Socioeconomic Status",16057
4,"Mostly Rural, Mid Socioeconomic Status",16059
8,"Rural, High Socioeconomic Status",16061
3,"Semi-Urban, Hispanic",16063
1,"Semi-Urban, High Socioeconomic Status",16065
3,"Semi-Urban, Hispanic",16067
1,"Semi-Urban, High Socioeconomic Status",16069
8,"Rural, High Socioeconomic Status",16071
3,"Semi-Urban, Hispanic",16073
4,"Mostly Rural, Mid Socioeconomic Status",16075
3,"Semi-Urban, Hispanic",16077
4,"Mostly Rural, Mid Socioeconomic Status",16079
8,"Rural, High Socioeconomic Status",16081
1,"Semi-Urban, High Socioeconomic Status",16083
4,"Mostly Rural, Mid Socioeconomic Status",16085
4,"Mostly Rural, Mid Socioeconomic Status",16087
1,"Semi-Urban, High Socioeconomic Status",17001
2,"Semi-Urban, Mid/Low Socioeconomic Status",17003
4,"Mostly Rural, Mid Socioeconomic Status",17005
1,"Semi-Urban, High Socioeconomic Status",17007
5,"Rural, Mid/Low Socioeconomic Status",17009
4,"Mostly Rural, Mid Socioeconomic Status",17011
8,"Rural, High Socioeconomic Status",17013
4,"Mostly Rural, Mid Socioeconomic Status",17015
4,"Mostly Rural, Mid Socioeconomic Status",17017
1,"Semi-Urban, High Socioeconomic Status",17019
4,"Mostly Rural, Mid Socioeconomic Status",17021
8,"Rural, High Socioeconomic Status",17023
4,"Mostly Rural, Mid Socioeconomic Status",17025
1,"Semi-Urban, High Socioeconomic Status",17027
1,"Semi-Urban, High Socioeconomic Status",17029
1,"Semi-Urban, High Socioeconomic Status",17031
8,"Rural, High Socioeconomic Status",17033
8,"Rural, High Socioeconomic Status",17035
1,"Semi-Urban, High Socioeconomic Status",17037
8,"Rural, High Socioeconomic Status",17039
4,"Mostly Rural, Mid Socioeconomic Status",17041
1,"Semi-Urban, High Socioeconomic Status",17043
8,"Rural, High Socioeconomic Status",17045
8,"Rural, High Socioeconomic Status",17047
8,"Rural, High Socioeconomic Status",17049
4,"Mostly Rural, Mid Socioeconomic Status",17051
8,"Rural, High Socioeconomic Status",17053
4,"Mostly Rural, Mid Socioeconomic Status",17055
4,"Mostly Rural, Mid Socioeconomic Status",17057
8,"Rural, High Socioeconomic Status",17059
4,"Mostly Rural, Mid Socioeconomic Status",17061
1,"Semi-Urban, High Socioeconomic Status",17063
8,"Rural, High Socioeconomic Status",17065
8,"Rural, High Socioeconomic Status",17067
4,"Mostly Rural, Mid Socioeconomic Status",17069
8,"Rural, High Socioeconomic Status",17071
8,"Rural, High Socioeconomic Status",17073
8,"Rural, High Socioeconomic Status",17075
1,"Semi-Urban, High Socioeconomic Status",17077
8,"Rural, High Socioeconomic Status",17079
4,"Mostly Rural, Mid Socioeconomic Status",17081
8,"Rural, High Socioeconomic Status",17083
8,"Rural, High Socioeconomic Status",17085
5,"Rural, Mid/Low Socioeconomic Status",17087
1,"Semi-Urban, High Socioeconomic Status",17089
1,"Semi-Urban, High Socioeconomic Status",17091
1,"Semi-Urban, High Socioeconomic Status",17093
1,"Semi-Urban, High Socioeconomic Status",17095
1,"Semi-Urban, High Socioeconomic Status",17097
1,"Semi-Urban, High Socioeconomic Status",17099
5,"Rural, Mid/Low Socioeconomic Status",17101
4,"Mostly Rural, Mid Socioeconomic Status",17103
1,"Semi-Urban, High Socioeconomic Status",17105
1,"Semi-Urban, High Socioeconomic Status",17107
1,"Semi-Urban, High Socioeconomic Status",17109
1,"Semi-Urban, High Socioeconomic Status",17111
1,"Semi-Urban, High Socioeconomic Status",17113
1,"Semi-Urban, High Socioeconomic Status",17115
8,"Rural, High Socioeconomic Status",17117
1,"Semi-Urban, High Socioeconomic Status",17119
1,"Semi-Urban, High Socioeconomic Status",17121
8,"Rural, High Socioeconomic Status",17123
4,"Mostly Rural, Mid Socioeconomic Status",17125
4,"Mostly Rural, Mid Socioeconomic Status",17127
8,"Rural, High Socioeconomic Status",17129
8,"Rural, High Socioeconomic Status",17131
8,"Rural, High Socioeconomic Status",17133
4,"Mostly Rural, Mid Socioeconomic Status",17135
1,"Semi-Urban, High Socioeconomic Status",17137
8,"Rural, High Socioeconomic Status",17139
1,"Semi-Urban, High Socioeconomic Status",17141
1,"Semi-Urban, High Socioeconomic Status",17143
4,"Mostly Rural, Mid Socioeconomic Status",17145
8,"Rural, High Socioeconomic Status",17147
8,"Rural, High Socioeconomic Status",17149
4,"Mostly Rural, Mid Socioeconomic Status",17151
2,"Semi-Urban, Mid/Low Socioeconomic Status",17153
8,"Rural, High Socioeconomic Status",17155
5,"Rural, Mid/Low Socioeconomic Status",17157
8,"Rural, High Socioeconomic Status",17159
1,"Semi-Urban, High Socioeconomic Status",17161
1,"Semi-Urban, High Socioeconomic Status",17163
4,"Mostly Rural, Mid Socioeconomic Status",17165
1,"Semi-Urban, High Socioeconomic Status",17167
8,"Rural, High Socioeconomic Status",17169
4,"Mostly Rural, Mid Socioeconomic Status",17171
8,"Rural, High Socioeconomic Status",17173
8,"Rural, High Socioeconomic Status",17175
1,"Semi-Urban, High Socioeconomic Status",17177
1,"Semi-Urban, High Socioeconomic Status",17179
4,"Mostly Rural, Mid Socioeconomic Status",17181
1,"Semi-Urban, High Socioeconomic Status",17183
8,"Rural, High Socioeconomic Status",17185
1,"Semi-Urban, High Socioeconomic Status",17187
8,"Rural, High Socioeconomic Status",17189
8,"Rural, High Socioeconomic Status",17191
8,"Rural, High Socioeconomic Status",17193
1,"Semi-Urban, High Socioeconomic Status",17195
1,"Semi-Urban, High Socioeconomic Status",17197
1,"Semi-Urban, High Socioeconomic Status",17199
1,"Semi-Urban, High Socioeconomic Status",17201
8,"Rural, High Socioeconomic Status",17203
4,"Mostly Rural, Mid Socioeconomic Status",18001
1,"Semi-Urban, High Socioeconomic Status",18003
1,"Semi-Urban, High Socioeconomic Status",18005
4,"Mostly Rural, Mid Socioeconomic Status",18007
4,"Mostly Rural, Mid Socioeconomic Status",18009
1,"Semi-Urban, High Socioeconomic Status",18011
4,"Mostly Rural, Mid Socioeconomic Status",18013
4,"Mostly Rural, Mid Socioeconomic Status",18015
4,"Mostly Rural, Mid Socioeconomic Status",18017
1,"Semi-Urban, High Socioeconomic Status",18019
4,"Mostly Rural, Mid Socioeconomic Status",18021
4,"Mostly Rural, Mid Socioeconomic Status",18023
4,"Mostly Rural, Mid Socioeconomic Status",18025
4,"Mostly Rural, Mid Socioeconomic Status",18027
8,"Rural, High Socioeconomic Status",18029
4,"Mostly Rural, Mid Socioeconomic Status",18031
1,"Semi-Urban, High Socioeconomic Status",18033
1,"Semi-Urban, High Socioeconomic Status",18035
8,"Rural, High Socioeconomic Status",18037
1,"Semi-Urban, High Socioeconomic Status",18039
4,"Mostly Rural, Mid Socioeconomic Status",18041
1,"Semi-Urban, High Socioeconomic Status",18043
4,"Mostly Rural, Mid Socioeconomic Status",18045
8,"Rural, High Socioeconomic Status",18047
4,"Mostly Rural, Mid Socioeconomic Status",18049
8,"Rural, High Socioeconomic Status",18051
1,"Semi-Urban, High Socioeconomic Status",18053
4,"Mostly Rural, Mid Socioeconomic Status",18055
1,"Semi-Urban, High Socioeconomic Status",18057
1,"Semi-Urban, High Socioeconomic Status",18059
8,"Rural, High Socioeconomic Status",18061
1,"Semi-Urban, High Socioeconomic Status",18063
4,"Mostly Rural, Mid Socioeconomic Status",18065
1,"Semi-Urban, High Socioeconomic Status",18067
8,"Rural, High Socioeconomic Status",18069
4,"Mostly Rural, Mid Socioeconomic Status",18071
4,"Mostly Rural, Mid Socioeconomic Status",18073
4,"Mostly Rural, Mid Socioeconomic Status",18075
4,"Mostly Rural, Mid Socioeconomic Status",18077
4,"Mostly Rural, Mid Socioeconomic Status",18079
1,"Semi-Urban, High Socioeconomic Status",18081
1,"Semi-Urban, High Socioeconomic Status",18083
4,"Mostly Rural, Mid Socioeconomic Status",18085
4,"Mostly Rural, Mid Socioeconomic Status",18087
1,"Semi-Urban, High Socioeconomic Status",18089
1,"Semi-Urban, High Socioeconomic Status",18091
4,"Mostly Rural, Mid Socioeconomic Status",18093
1,"Semi-Urban, High Socioeconomic Status",18095
2,"Semi-Urban, Mid/Low Socioeconomic Status",18097
4,"Mostly Rural, Mid Socioeconomic Status",18099
8,"Rural, High Socioeconomic Status",18101
4,"Mostly Rural, Mid Socioeconomic Status",18103
1,"Semi-Urban, High Socioeconomic Status",18105
4,"Mostly Rural, Mid Socioeconomic Status",18107
8,"Rural, High Socioeconomic Status",18109
4,"Mostly Rural, Mid Socioeconomic Status",18111
4,"Mostly Rural, Mid Socioeconomic Status",18113
4,"Mostly Rural, Mid Socioeconomic Status",18115
4,"Mostly Rural, Mid Socioeconomic Status",18117
4,"Mostly Rural, Mid Socioeconomic Status",18119
4,"Mostly Rural, Mid Socioeconomic Status",18121
4,"Mostly Rural, Mid Socioeconomic Status",18123
8,"Rural, High Socioeconomic Status",18125
1,"Semi-Urban, High Socioeconomic Status",18127
8,"Rural, High Socioeconomic Status",18129
4,"Mostly Rural, Mid Socioeconomic Status",18131
4,"Mostly Rural, Mid Socioeconomic Status",18133
4,"Mostly Rural, Mid Socioeconomic Status",18135
8,"Rural, High Socioeconomic Status",18137
4,"Mostly Rural, Mid Socioeconomic Status",18139
1,"Semi-Urban, High Socioeconomic Status",18141
4,"Mostly Rural, Mid Socioeconomic Status",18143
4,"Mostly Rural, Mid Socioeconomic Status",18145
8,"Rural, High Socioeconomic Status",18147
4,"Mostly Rural, Mid Socioeconomic Status",18149
8,"Rural, High Socioeconomic Status",18151
4,"Mostly Rural, Mid Socioeconomic Status",18153
4,"Mostly Rural, Mid Socioeconomic Status",18155
1,"Semi-Urban, High Socioeconomic Status",18157
8,"Rural, High Socioeconomic Status",18159
8,"Rural, High Socioeconomic Status",18161
1,"Semi-Urban, High Socioeconomic Status",18163
4,"Mostly Rural, Mid Socioeconomic Status",18165
1,"Semi-Urban, High Socioeconomic Status",18167
4,"Mostly Rural, Mid Socioeconomic Status",18169
8,"Rural, High Socioeconomic Status",18171
1,"Semi-Urban, High Socioeconomic Status",18173
4,"Mostly Rural, Mid Socioeconomic Status",18175
4,"Mostly Rural, Mid Socioeconomic Status",18177
8,"Rural, High Socioeconomic Status",18179
4,"Mostly Rural, Mid Socioeconomic Status",18181
8,"Rural, High Socioeconomic Status",18183
8,"Rural, High Socioeconomic Status",19001
8,"Rural, High Socioeconomic Status",19003
8,"Rural, High Socioeconomic Status",19005
8,"Rural, High Socioeconomic Status",19007
8,"Rural, High Socioeconomic Status",19009
8,"Rural, High Socioeconomic Status",19011
1,"Semi-Urban, High Socioeconomic Status",19013
8,"Rural, High Socioeconomic Status",19015
8,"Rural, High Socioeconomic Status",19017
8,"Rural, High Socioeconomic Status",19019
1,"Semi-Urban, High Socioeconomic Status",19021
8,"Rural, High Socioeconomic Status",19023
8,"Rural, High Socioeconomic Status",19025
8,"Rural, High Socioeconomic Status",19027
8,"Rural, High Socioeconomic Status",19029
8,"Rural, High Socioeconomic Status",19031
1,"Semi-Urban, High Socioeconomic Status",19033
8,"Rural, High Socioeconomic Status",19035
8,"Rural, High Socioeconomic Status",19037
1,"Semi-Urban, High Socioeconomic Status",19039
8,"Rural, High Socioeconomic Status",19041
8,"Rural, High Socioeconomic Status",19043
1,"Semi-Urban, High Socioeconomic Status",19045
4,"Mostly Rural, Mid Socioeconomic Status",19047
1,"Semi-Urban, High Socioeconomic Status",19049
8,"Rural, High Socioeconomic Status",19051
8,"Rural, High Socioeconomic Status",19053
8,"Rural, High Socioeconomic Status",19055
1,"Semi-Urban, High Socioeconomic Status",19057
8,"Rural, High Socioeconomic Status",19059
1,"Semi-Urban, High Socioeconomic Status",19061
1,"Semi-Urban, High Socioeconomic Status",19063
8,"Rural, High Socioeconomic Status",19065
8,"Rural, High Socioeconomic Status",19067
8,"Rural, High Socioeconomic Status",19069
8,"Rural, High Socioeconomic Status",19071
8,"Rural, High Socioeconomic Status",19073
8,"Rural, High Socioeconomic Status",19075
8,"Rural, High Socioeconomic Status",19077
8,"Rural, High Socioeconomic Status",19079
8,"Rural, High Socioeconomic Status",19081
8,"Rural, High Socioeconomic Status",19083
8,"Rural, High Socioeconomic Status",19085
1,"Semi-Urban, High Socioeconomic Status",19087
8,"Rural, High Socioeconomic Status",19089
8,"Rural, High Socioeconomic Status",19091
8,"Rural, High Socioeconomic Status",19093
8,"Rural, High Socioeconomic Status",19095
8,"Rural, High Socioeconomic Status",19097
8,"Rural, High Socioeconomic Status",19099
1,"Semi-Urban, High Socioeconomic Status",19101
1,"Semi-Urban, High Socioeconomic Status",19103
8,"Rural, High Socioeconomic Status",19105
8,"Rural, High Socioeconomic Status",19107
8,"Rural, High Socioeconomic Status",19109
1,"Semi-Urban, High Socioeconomic Status",19111
1,"Semi-Urban, High Socioeconomic Status",19113
8,"Rural, High Socioeconomic Status",19115
8,"Rural, High Socioeconomic Status",19117
8,"Rural, High Socioeconomic Status",19119
8,"Rural, High Socioeconomic Status",19121
1,"Semi-Urban, High Socioeconomic Status",19123
8,"Rural, High Socioeconomic Status",19125
1,"Semi-Urban, High Socioeconomic Status",19127
8,"Rural, High Socioeconomic Status",19129
8,"Rural, High Socioeconomic Status",19131
8,"Rural, High Socioeconomic Status",19133
8,"Rural, High Socioeconomic Status",19135
8,"Rural, High Socioeconomic Status",19137
1,"Semi-Urban, High Socioeconomic Status",19139
8,"Rural, High Socioeconomic Status",19141
8,"Rural, High Socioeconomic Status",19143
8,"Rural, High Socioeconomic Status",19145
8,"Rural, High Socioeconomic Status",19147
8,"Rural, High Socioeconomic Status",19149
8,"Rural, High Socioeconomic Status",19151
1,"Semi-Urban, High Socioeconomic Status",19153
1,"Semi-Urban, High Socioeconomic Status",19155
1,"Semi-Urban, High Socioeconomic Status",19157
8,"Rural, High Socioeconomic Status",19159
8,"Rural, High Socioeconomic Status",19161
1,"Semi-Urban, High Socioeconomic Status",19163
8,"Rural, High Socioeconomic Status",19165
1,"Semi-Urban, High Socioeconomic Status",19167
1,"Semi-Urban, High Socioeconomic Status",19169
8,"Rural, High Socioeconomic Status",19171
8,"Rural, High Socioeconomic Status",19173
1,"Semi-Urban, High Socioeconomic Status",19175
8,"Rural, High Socioeconomic Status",19177
1,"Semi-Urban, High Socioeconomic Status",19179
1,"Semi-Urban, High Socioeconomic Status",19181
8,"Rural, High Socioeconomic Status",19183
8,"Rural, High Socioeconomic Status",19185
1,"Semi-Urban, High Socioeconomic Status",19187
8,"Rural, High Socioeconomic Status",19189
8,"Rural, High Socioeconomic Status",19191
1,"Semi-Urban, High Socioeconomic Status",19193
8,"Rural, High Socioeconomic Status",19195
8,"Rural, High Socioeconomic Status",19197
8,"Rural, High Socioeconomic Status",20001
4,"Mostly Rural, Mid Socioeconomic Status",20003
1,"Semi-Urban, High Socioeconomic Status",20005
8,"Rural, High Socioeconomic Status",20007
1,"Semi-Urban, High Socioeconomic Status",20009
1,"Semi-Urban, High Socioeconomic Status",20011
8,"Rural, High Socioeconomic Status",20013
1,"Semi-Urban, High Socioeconomic Status",20015
8,"Rural, High Socioeconomic Status",20017
8,"Rural, High Socioeconomic Status",20019
8,"Rural, High Socioeconomic Status",20021
8,"Rural, High Socioeconomic Status",20023
8,"Rural, High Socioeconomic Status",20025
8,"Rural, High Socioeconomic Status",20027
1,"Semi-Urban, High Socioeconomic Status",20029
8,"Rural, High Socioeconomic Status",20031
8,"Rural, High Socioeconomic Status",20033
1,"Semi-Urban, High Socioeconomic Status",20035
1,"Semi-Urban, High Socioeconomic Status",20037
8,"Rural, High Socioeconomic Status",20039
8,"Rural, High Socioeconomic Status",20041
8,"Rural, High Socioeconomic Status",20043
1,"Semi-Urban, High Socioeconomic Status",20045
8,"Rural, High Socioeconomic Status",20047
8,"Rural, High Socioeconomic Status",20049
1,"Semi-Urban, High Socioeconomic Status",20051
5,"Rural, Mid/Low Socioeconomic Status",20053
3,"Semi-Urban, Hispanic",20055
3,"Semi-Urban, Hispanic",20057
8,"Rural, High Socioeconomic Status",20059
1,"Semi-Urban, High Socioeconomic Status",20061
8,"Rural, High Socioeconomic Status",20063
8,"Rural, High Socioeconomic Status",20065
3,"Semi-Urban, Hispanic",20067
8,"Rural, High Socioeconomic Status",20069
8,"Rural, High Socioeconomic Status",20071
8,"Rural, High Socioeconomic Status",20073
3,"Semi-Urban, Hispanic",20075
8,"Rural, High Socioeconomic Status",20077
1,"Semi-Urban, High Socioeconomic Status",20079
3,"Semi-Urban, Hispanic",20081
8,"Rural, High Socioeconomic Status",20083
8,"Rural, High Socioeconomic Status",20085
8,"Rural, High Socioeconomic Status",20087
8,"Rural, High Socioeconomic Status",20089
1,"Semi-Urban, High Socioeconomic Status",20091
8,"Rural, High Socioeconomic Status",20093
8,"Rural, High Socioeconomic Status",20095
8,"Rural, High Socioeconomic Status",20097
1,"Semi-Urban, High Socioeconomic Status",20099
8,"Rural, High Socioeconomic Status",20101
1,"Semi-Urban, High Socioeconomic Status",20103
8,"Rural, High Socioeconomic Status",20105
8,"Rural, High Socioeconomic Status",20107
8,"Rural, High Socioeconomic Status",20109
1,"Semi-Urban, High Socioeconomic Status",20111
8,"Rural, High Socioeconomic Status",20113
8,"Rural, High Socioeconomic Status",20115
8,"Rural, High Socioeconomic Status",20117
8,"Rural, High Socioeconomic Status",20119
8,"Rural, High Socioeconomic Status",20121
8,"Rural, High Socioeconomic Status",20123
1,"Semi-Urban, High Socioeconomic Status",20125
8,"Rural, High Socioeconomic Status",20127
8,"Rural, High Socioeconomic Status",20129
8,"Rural, High Socioeconomic Status",20131
1,"Semi-Urban, High Socioeconomic Status",20133
8,"Rural, High Socioeconomic Status",20135
8,"Rural, High Socioeconomic Status",20137
8,"Rural, High Socioeconomic Status",20139
8,"Rural, High Socioeconomic Status",20141
8,"Rural, High Socioeconomic Status",20143
1,"Semi-Urban, High Socioeconomic Status",20145
8,"Rural, High Socioeconomic Status",20147
8,"Rural, High Socioeconomic Status",20149
1,"Semi-Urban, High Socioeconomic Status",20151
8,"Rural, High Socioeconomic Status",20153
1,"Semi-Urban, High Socioeconomic Status",20155
8,"Rural, High Socioeconomic Status",20157
8,"Rural, High Socioeconomic Status",20159
1,"Semi-Urban, High Socioeconomic Status",20161
8,"Rural, High Socioeconomic Status",20163
8,"Rural, High Socioeconomic Status",20165
8,"Rural, High Socioeconomic Status",20167
1,"Semi-Urban, High Socioeconomic Status",20169
8,"Rural, High Socioeconomic Status",20171
1,"Semi-Urban, High Socioeconomic Status",20173
3,"Semi-Urban, Hispanic",20175
1,"Semi-Urban, High Socioeconomic Status",20177
8,"Rural, High Socioeconomic Status",20179
1,"Semi-Urban, High Socioeconomic Status",20181
8,"Rural, High Socioeconomic Status",20183
8,"Rural, High Socioeconomic Status",20185
3,"Semi-Urban, Hispanic",20187
3,"Semi-Urban, Hispanic",20189
8,"Rural, High Socioeconomic Status",20191
1,"Semi-Urban, High Socioeconomic Status",20193
8,"Rural, High Socioeconomic Status",20195
8,"Rural, High Socioeconomic Status",20197
8,"Rural, High Socioeconomic Status",20199
8,"Rural, High Socioeconomic Status",20201
8,"Rural, High Socioeconomic Status",20203
4,"Mostly Rural, Mid Socioeconomic Status",20205
8,"Rural, High Socioeconomic Status",20207
3,"Semi-Urban, Hispanic",20209
4,"Mostly Rural, Mid Socioeconomic Status",21001
4,"Mostly Rural, Mid Socioeconomic Status",21003
8,"Rural, High Socioeconomic Status",21005
4,"Mostly Rural, Mid Socioeconomic Status",21007
4,"Mostly Rural, Mid Socioeconomic Status",21009
4,"Mostly Rural, Mid Socioeconomic Status",21011
4,"Mostly Rural, Mid Socioeconomic Status",21013
1,"Semi-Urban, High Socioeconomic Status",21015
4,"Mostly Rural, Mid Socioeconomic Status",21017
1,"Semi-Urban, High Socioeconomic Status",21019
1,"Semi-Urban, High Socioeconomic Status",21021
4,"Mostly Rural, Mid Socioeconomic Status",21023
4,"Mostly Rural, Mid Socioeconomic Status",21025
4,"Mostly Rural, Mid Socioeconomic Status",21027
1,"Semi-Urban, High Socioeconomic Status",21029
4,"Mostly Rural, Mid Socioeconomic Status",21031
4,"Mostly Rural, Mid Socioeconomic Status",21033
1,"Semi-Urban, High Socioeconomic Status",21035
1,"Semi-Urban, High Socioeconomic Status",21037
4,"Mostly Rural, Mid Socioeconomic Status",21039
4,"Mostly Rural, Mid Socioeconomic Status",21041
4,"Mostly Rural, Mid Socioeconomic Status",21043
4,"Mostly Rural, Mid Socioeconomic Status",21045
1,"Semi-Urban, High Socioeconomic Status",21047
1,"Semi-Urban, High Socioeconomic Status",21049
4,"Mostly Rural, Mid Socioeconomic Status",21051
4,"Mostly Rural, Mid Socioeconomic Status",21053
4,"Mostly Rural, Mid Socioeconomic Status",21055
4,"Mostly Rural, Mid Socioeconomic Status",21057
1,"Semi-Urban, High Socioeconomic Status",21059
4,"Mostly Rural, Mid Socioeconomic Status",21061
5,"Rural, Mid/Low Socioeconomic Status",21063
4,"Mostly Rural, Mid Socioeconomic Status",21065
1,"Semi-Urban, High Socioeconomic Status",21067
4,"Mostly Rural, Mid Socioeconomic Status",21069
4,"Mostly Rural, Mid Socioeconomic Status",21071
1,"Semi-Urban, High Socioeconomic Status",21073
4,"Mostly Rural, Mid Socioeconomic Status",21075
4,"Mostly Rural, Mid Socioeconomic Status",21077
4,"Mostly Rural, Mid Socioeconomic Status",21079
4,"Mostly Rural, Mid Socioeconomic Status",21081
4,"Mostly Rural, Mid Socioeconomic Status",21083
4,"Mostly Rural, Mid Socioeconomic Status",21085
4,"Mostly Rural, Mid Socioeconomic Status",21087
4,"Mostly Rural, Mid Socioeconomic Status",21089
8,"Rural, High Socioeconomic Status",21091
1,"Semi-Urban, High Socioeconomic Status",21093
4,"Mostly Rural, Mid Socioeconomic Status",21095
4,"Mostly Rural, Mid Socioeconomic Status",21097
4,"Mostly Rural, Mid Socioeconomic Status",21099
1,"Semi-Urban, High Socioeconomic Status",21101
4,"Mostly Rural, Mid Socioeconomic Status",21103
4,"Mostly Rural, Mid Socioeconomic Status",21105
4,"Mostly Rural, Mid Socioeconomic Status",21107
4,"Mostly Rural, Mid Socioeconomic Status",21109
1,"Semi-Urban, High Socioeconomic Status",21111
1,"Semi-Urban, High Socioeconomic Status",21113
4,"Mostly Rural, Mid Socioeconomic Status",21115
1,"Semi-Urban, High Socioeconomic Status",21117
4,"Mostly Rural, Mid Socioeconomic Status",21119
4,"Mostly Rural, Mid Socioeconomic Status",21121
4,"Mostly Rural, Mid Socioeconomic Status",21123
4,"Mostly Rural, Mid Socioeconomic Status",21125
4,"Mostly Rural, Mid Socioeconomic Status",21127
5,"Rural, Mid/Low Socioeconomic Status",21129
4,"Mostly Rural, Mid Socioeconomic Status",21131
4,"Mostly Rural, Mid Socioeconomic Status",21133
4,"Mostly Rural, Mid Socioeconomic Status",21135
4,"Mostly Rural, Mid Socioeconomic Status",21137
4,"Mostly Rural, Mid Socioeconomic Status",21139
4,"Mostly Rural, Mid Socioeconomic Status",21141
5,"Rural, Mid/Low Socioeconomic Status",21143
1,"Semi-Urban, High Socioeconomic Status",21145
5,"Rural, Mid/Low Socioeconomic Status",21147
4,"Mostly Rural, Mid Socioeconomic Status",21149
1,"Semi-Urban, High Socioeconomic Status",21151
4,"Mostly Rural, Mid Socioeconomic Status",21153
4,"Mostly Rural, Mid Socioeconomic Status",21155
8,"Rural, High Socioeconomic Status",21157
5,"Rural, Mid/Low Socioeconomic Status",21159
4,"Mostly Rural, Mid Socioeconomic Status",21161
4,"Mostly Rural, Mid Socioeconomic Status",21163
4,"Mostly Rural, Mid Socioeconomic Status",21165
4,"Mostly Rural, Mid Socioeconomic Status",21167
4,"Mostly Rural, Mid Socioeconomic Status",21169
4,"Mostly Rural, Mid Socioeconomic Status",21171
4,"Mostly Rural, Mid Socioeconomic Status",21173
5,"Rural, Mid/Low Socioeconomic Status",21175
4,"Mostly Rural, Mid Socioeconomic Status",21177
4,"Mostly Rural, Mid Socioeconomic Status",21179
4,"Mostly Rural, Mid Socioeconomic Status",21181
4,"Mostly Rural, Mid Socioeconomic Status",21183
1,"Semi-Urban, High Socioeconomic Status",21185
4,"Mostly Rural, Mid Socioeconomic Status",21187
4,"Mostly Rural, Mid Socioeconomic Status",21189
4,"Mostly Rural, Mid Socioeconomic Status",21191
4,"Mostly Rural, Mid Socioeconomic Status",21193
4,"Mostly Rural, Mid Socioeconomic Status",21195
4,"Mostly Rural, Mid Socioeconomic Status",21197
4,"Mostly Rural, Mid Socioeconomic Status",21199
4,"Mostly Rural, Mid Socioeconomic Status",21201
4,"Mostly Rural, Mid Socioeconomic Status",21203
1,"Semi-Urban, High Socioeconomic Status",21205
4,"Mostly Rural, Mid Socioeconomic Status",21207
1,"Semi-Urban, High Socioeconomic Status",21209
1,"Semi-Urban, High Socioeconomic Status",21211
4,"Mostly Rural, Mid Socioeconomic Status",21213
8,"Rural, High Socioeconomic Status",21215
4,"Mostly Rural, Mid Socioeconomic Status",21217
4,"Mostly Rural, Mid Socioeconomic Status",21219
4,"Mostly Rural, Mid Socioeconomic Status",21221
4,"Mostly Rural, Mid Socioeconomic Status",21223
4,"Mostly Rural, Mid Socioeconomic Status",21225
1,"Semi-Urban, High Socioeconomic Status",21227
4,"Mostly Rural, Mid Socioeconomic Status",21229
4,"Mostly Rural, Mid Socioeconomic Status",21231
4,"Mostly Rural, Mid Socioeconomic Status",21233
4,"Mostly Rural, Mid Socioeconomic Status",21235
4,"Mostly Rural, Mid Socioeconomic Status",21237
1,"Semi-Urban, High Socioeconomic Status",21239
4,"Mostly Rural, Mid Socioeconomic Status",22001
5,"Rural, Mid/Low Socioeconomic Status",22003
1,"Semi-Urban, High Socioeconomic Status",22005
2,"Semi-Urban, Mid/Low Socioeconomic Status",22007
